Crop_Type,Soil_Type,Pesticide_Use_Category,Estimated_Insects_Count,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage
Rabi,Alluvial,Herbicides,916,20,17,19,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,2541,85,39,14,Summer,Minimal Damage
Kharif,Alluvial,Bactericides,916,5,10,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,311,20,18,7,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1478,60,27,16,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,448,20,28,5,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1785,10,17,20,Monsoon,Minimal Damage
Rabi,Alluvial,Bactericides,2267,10,45,0,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2015,40,43,6,Winter,Minimal Damage
Kharif,Black-Cotton,Bactericides,577,40,14,0,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,1385,15,23,17,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2402,20,32,22,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,1132,40,34,7,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,790,80,34,2,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1056,5,23,15,Monsoon,Minimal Damage
Kharif,Alluvial,Bactericides,411,5,28,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1678,20,26,23,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1385,20,12,15,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,3164,20,43,17,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,732,30,29,2,Summer,Minimal Damage
Rabi,Alluvial,Bactericides,850,40,20,0,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2402,30,50,2,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,851,40,39,3,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,789,30,26,4,Monsoon,Minimal Damage
Kharif,Black-Cotton,Bactericides,188,40,19,0,Summer,Minimal Damage
Kharif,Black-Cotton,Bactericides,915,20,6,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1785,30,15,16,Summer,Minimal Damage
Rabi,Black-Cotton,Bactericides,1132,20,30,0,Summer,Minimal Damage
Rabi,Alluvial,Bactericides,531,20,27,0,Winter,Minimal Damage
Rabi,Alluvial,Bactericides,283,20,22,0,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1132,60,44,2,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,916,10,30,8,Monsoon,Minimal Damage
Kharif,Alluvial,Bactericides,1786,15,28,0,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1297,10,31,14,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,312,60,25,2,Monsoon,Minimal Damage
Rabi,Black-Cotton,Bactericides,1132,5,37,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Bactericides,2016,50,52,0,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,2840,15,24,30,Monsoon,Minimal Damage
Kharif,Black-Cotton,Bactericides,1297,80,43,0,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,790,30,24,10,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,984,10,30,1,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,731,35,35,0,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,984,30,37,7,Summer,Minimal Damage
Rabi,Black-Cotton,Bactericides,2016,20,35,0,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,2267,10,23,25,Monsoon,Minimal Damage
Kharif,Black-Cotton,Bactericides,232,50,19,0,Monsoon,Minimal Damage
Rabi,Alluvial,Bactericides,1786,15,55,0,Monsoon,Minimal Damage
Kharif,Alluvial,Bactericides,410,20,20,0,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,488,10,21,12,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2139,40,43,10,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,531,25,15,13,Winter,Minimal Damage
Rabi,Alluvial,Bactericides,850,10,25,0,Monsoon,Minimal Damage
Rabi,Alluvial,Bactericides,1056,45,42,0,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,1785,30,8,35,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1898,10,24,3,Summer,Minimal Damage
Kharif,Black-Cotton,Bactericides,283,30,26,0,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1478,30,28,13,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,1297,5,5,25,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,1212,40,14,3,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,2401,20,40,18,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,2138,10,31,21,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1678,60,33,15,Monsoon,Minimal Damage
Kharif,Alluvial,Bactericides,1786,20,17,0,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,2542,15,14,21,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,2015,5,10,37,Winter,Minimal Damage
Rabi,Black-Cotton,Bactericides,677,35,38,0,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,2267,20,44,18,Summer,Minimal Damage
Rabi,Black-Cotton,Bactericides,342,60,29,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,488,30,22,3,Summer,Minimal Damage
Rabi,Black-Cotton,Bactericides,915,30,29,0,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,577,20,7,12,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,2138,20,26,25,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1212,60,25,15,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1898,20,31,20,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,410,60,24,3,Summer,Minimal Damage
Rabi,Black-Cotton,Bactericides,2542,30,50,0,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1056,20,25,15,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1786,5,35,20,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,2402,10,7,38,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,410,40,22,8,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,851,40,37,5,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,790,40,33,10,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,531,15,11,18,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,2267,25,32,19,Monsoon,Minimal Damage
Kharif,Black-Cotton,Bactericides,1898,20,15,0,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,2267,10,41,10,Monsoon,Minimal Damage
Kharif,Alluvial,Bactericides,1785,5,43,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1478,15,15,4,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,448,10,19,6,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,677,40,21,1,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,915,10,23,21,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,732,10,27,12,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,410,40,21,2,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,677,5,20,10,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,2401,15,18,3,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,851,30,30,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,677,5,14,15,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,1786,25,27,28,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,2267,20,30,1,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2267,20,43,10,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,731,30,25,1,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1785,5,14,30,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,789,25,28,5,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1786,60,42,5,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,2542,10,18,26,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,2016,20,23,28,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1212,20,27,15,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2402,10,30,16,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2015,30,45,7,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1056,55,16,22,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,4096,40,15,44,Winter,Minimal Damage
Kharif,Black-Cotton,Bactericides,984,30,40,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,2687,25,24,32,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,1576,20,39,4,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,732,20,14,22,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1132,10,15,18,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2016,25,50,0,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,625,40,30,0,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,916,15,25,23,Monsoon,Minimal Damage
Kharif,Black-Cotton,Bactericides,1296,60,45,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1056,25,15,24,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,1678,10,19,29,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,531,30,31,6,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,531,30,15,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1212,25,10,29,Summer,Minimal Damage
Rabi,Black-Cotton,Bactericides,410,25,16,0,Monsoon,Minimal Damage
Kharif,Alluvial,Bactericides,283,20,28,0,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,1786,20,33,18,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,2138,60,23,23,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,1478,60,45,2,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,789,30,23,8,Winter,Minimal Damage
Kharif,Black-Cotton,Bactericides,1132,30,26,0,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,256,40,24,2,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,626,40,17,12,Monsoon,Minimal Damage
Kharif,Black-Cotton,Bactericides,283,60,24,0,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,411,30,18,9,Summer,Minimal Damage
Kharif,Alluvial,Bactericides,168,20,6,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,448,60,14,8,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1678,20,44,12,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1296,20,20,15,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1898,50,18,30,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,410,40,19,9,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1385,5,15,25,Winter,Minimal Damage
Rabi,Black-Cotton,Bactericides,342,20,28,0,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,488,20,21,2,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,410,5,10,15,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,1478,40,19,24,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1576,40,51,3,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1478,10,21,24,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,1478,15,28,17,Winter,Minimal Damage
Kharif,Alluvial,Bactericides,677,40,37,0,Monsoon,Minimal Damage
Kharif,Alluvial,Bactericides,1478,15,24,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1576,20,12,28,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,283,20,25,3,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,2840,10,22,33,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,851,20,18,17,Summer,Minimal Damage
Kharif,Alluvial,Bactericides,168,20,8,0,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,2402,30,45,10,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,2016,20,41,11,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1785,5,22,25,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,410,20,13,5,Monsoon,Minimal Damage
Rabi,Black-Cotton,Bactericides,531,5,33,0,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,1575,20,14,23,Monsoon,Minimal Damage
Kharif,Black-Cotton,Bactericides,916,20,31,0,Summer,Minimal Damage
Rabi,Alluvial,Bactericides,2401,40,51,0,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,984,20,20,21,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,2401,10,28,25,Monsoon,Minimal Damage
Kharif,Alluvial,Bactericides,312,45,25,0,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,915,20,14,9,Monsoon,Minimal Damage
Kharif,Alluvial,Bactericides,2267,15,35,0,Winter,Minimal Damage
Kharif,Alluvial,Herbicides,789,20,10,3,Monsoon,Minimal Damage
Kharif,Black-Cotton,Bactericides,731,30,35,0,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2139,20,42,6,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1132,20,26,12,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,915,5,39,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,448,20,21,11,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1678,20,33,14,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2401,20,23,25,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,488,5,13,17,Monsoon,Minimal Damage
Kharif,Black-Cotton,Bactericides,531,5,22,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,531,40,23,12,Summer,Minimal Damage
Rabi,Black-Cotton,Bactericides,789,20,12,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,851,10,9,17,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1132,30,19,24,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,3896,30,50,17,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2267,10,43,11,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,1132,20,29,9,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,488,30,14,15,Winter,Minimal Damage
Kharif,Alluvial,Herbicides,2015,5,36,14,Monsoon,Minimal Damage
Kharif,Black-Cotton,Bactericides,984,25,31,0,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,677,30,23,2,Monsoon,Minimal Damage
Kharif,Alluvial,Bactericides,2840,30,49,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Bactericides,1785,40,53,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1212,20,24,18,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,1056,60,37,4,Winter,Minimal Damage
Kharif,Black-Cotton,Bactericides,188,30,21,0,Summer,Minimal Damage
Kharif,Alluvial,Bactericides,984,15,28,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,2138,10,24,24,Monsoon,Minimal Damage
Rabi,Alluvial,Bactericides,256,5,6,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,2267,25,19,28,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,209,30,15,4,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,1898,25,30,15,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,915,20,16,0,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2267,60,36,15,Summer,Minimal Damage
Rabi,Black-Cotton,Bactericides,915,25,42,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,375,25,14,9,Summer,Minimal Damage
Rabi,Alluvial,Bactericides,850,20,25,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1576,10,33,12,Monsoon,Minimal Damage
Rabi,Alluvial,Bactericides,448,5,20,0,Monsoon,Minimal Damage
Kharif,Black-Cotton,Bactericides,732,5,22,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,342,20,19,5,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,625,30,34,3,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,625,10,27,10,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,531,10,28,11,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,3516,20,50,47,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,851,20,35,4,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1785,10,19,20,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,448,20,16,12,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,2840,50,19,35,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1056,35,28,14,Winter,Minimal Damage
Kharif,Alluvial,Herbicides,1212,10,18,16,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,2016,15,25,22,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,789,5,19,16,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1212,40,27,13,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,3164,20,37,21,Summer,Minimal Damage
Rabi,Black-Cotton,Bactericides,283,35,21,0,Monsoon,Minimal Damage
Kharif,Alluvial,Bactericides,851,5,22,0,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,2401,15,15,28,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,2015,20,36,17,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,531,30,23,12,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,850,30,13,24,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2688,20,37,10,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,577,20,10,3,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1478,20,15,19,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,531,30,34,6,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,577,60,31,6,Winter,Minimal Damage
Kharif,Alluvial,Herbicides,1212,50,37,7,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,531,20,10,15,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1478,5,26,4,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,731,40,35,3,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,677,5,21,9,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1296,10,28,20,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,448,30,16,12,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1786,10,17,31,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,2138,20,14,38,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,677,30,12,18,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1898,20,22,26,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,2541,10,25,16,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,577,60,18,10,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1478,20,23,23,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1212,15,25,20,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1575,50,35,17,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,732,5,18,16,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1297,40,22,6,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,1576,15,27,11,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,790,45,33,6,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,732,15,29,2,Winter,Minimal Damage
Rabi,Black-Cotton,Bactericides,448,40,13,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,151,50,19,3,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,168,20,12,6,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,851,40,33,7,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,3702,10,23,23,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,1576,10,24,15,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,984,20,12,16,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,3895,5,53,6,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,410,40,22,2,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,984,20,24,0,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,1678,20,36,5,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1576,20,28,11,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,2401,20,38,12,Monsoon,Minimal Damage
Kharif,Alluvial,Bactericides,577,50,39,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,731,20,24,14,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,2688,10,24,12,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,256,30,20,4,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1898,10,8,11,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1575,60,30,15,Monsoon,Minimal Damage
Kharif,Black-Cotton,Bactericides,410,25,25,0,Monsoon,Minimal Damage
Kharif,Black-Cotton,Bactericides,311,40,11,0,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,789,5,15,18,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,731,40,37,0,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,625,40,39,6,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,851,25,27,1,Winter,Minimal Damage
Kharif,Black-Cotton,Bactericides,851,50,27,0,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,2688,20,20,12,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1478,20,20,19,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1297,70,44,1,Winter,Minimal Damage
Kharif,Alluvial,Bactericides,1056,50,22,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,851,10,11,23,Summer,Minimal Damage
Rabi,Alluvial,Bactericides,577,40,20,0,Monsoon,Minimal Damage
Rabi,Alluvial,Bactericides,625,50,34,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1786,20,22,21,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1132,40,33,9,Winter,Minimal Damage
Kharif,Alluvial,Herbicides,342,20,14,10,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,2542,15,15,26,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,677,30,13,16,Summer,Minimal Damage
Kharif,Alluvial,Bactericides,984,10,31,0,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,577,40,24,5,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,851,5,32,3,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,2267,40,9,36,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1576,40,16,30,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,375,10,18,1,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,677,10,32,4,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,1056,20,13,27,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1056,60,15,22,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,1056,5,15,22,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1478,40,24,18,Monsoon,Minimal Damage
Kharif,Alluvial,Bactericides,448,30,21,0,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,3702,20,54,6,Winter,Minimal Damage
Rabi,Alluvial,Bactericides,150,20,11,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,731,40,22,21,Summer,Minimal Damage
Rabi,Alluvial,Bactericides,625,50,40,0,Monsoon,Minimal Damage
Rabi,Alluvial,Bactericides,168,60,16,0,Winter,Minimal Damage
Rabi,Black-Cotton,Bactericides,531,10,26,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,577,25,29,6,Monsoon,Minimal Damage
Kharif,Black-Cotton,Bactericides,3516,20,36,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1785,15,15,25,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1898,40,35,12,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1678,20,25,27,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1132,20,29,1,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1785,30,23,20,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,2267,15,25,19,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,577,50,30,2,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,677,40,21,6,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,790,30,18,19,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,2401,10,43,4,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,2138,40,46,12,Winter,Minimal Damage
Kharif,Alluvial,Herbicides,677,45,25,6,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1132,10,7,26,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1212,15,41,3,Winter,Minimal Damage
Rabi,Black-Cotton,Bactericides,1056,20,11,0,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,2138,40,40,2,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,2138,15,44,8,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,375,50,15,13,Monsoon,Minimal Damage
Kharif,Black-Cotton,Bactericides,411,20,27,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1575,45,32,13,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2267,20,32,21,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1678,20,33,13,Monsoon,Minimal Damage
Rabi,Alluvial,Bactericides,731,5,31,0,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2688,30,30,27,Monsoon,Minimal Damage
Kharif,Alluvial,Bactericides,625,5,27,0,Summer,Minimal Damage
Kharif,Alluvial,Bactericides,448,5,33,0,Monsoon,Minimal Damage
Kharif,Alluvial,Bactericides,731,30,35,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,2015,20,31,18,Summer,Minimal Damage
Kharif,Black-Cotton,Bactericides,625,25,19,0,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,677,15,25,2,Monsoon,Minimal Damage
Kharif,Alluvial,Bactericides,1478,20,52,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,2688,20,34,17,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,411,20,13,10,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1785,20,8,6,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1132,40,22,24,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,789,60,32,4,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,625,20,19,12,Summer,Minimal Damage
